sentiment,text
positive,RT @simploLegalDocs: Can SRH defeat last years champions today?\nLet us know\nPredict the man of the match and winning team before the match…
positive,@simploLegalDocs Winning team : CSK... \nMOM : FAF DU PLESSIS...\n@simploLegalDocs \n#SRHvsCSK\n#contest #contestindia… https://t.co/BbyskhYAUs
positive,RT @simploLegalDocs: Can SRH defeat last years champions today?\nLet us know\nPredict the man of the match and winning team before the match…
positive,RT @simploLegalDocs: Can SRH defeat last years champions today?\nLet us know\nPredict the man of the match and winning team before the match…
positive,RT @simploLegalDocs: Can SRH defeat last years champions today?\nLet us know\nPredict the man of the match and winning team before the match…
neutral,@simploLegalDocs Winner : CSK\nMan of the Match : Imran Tahir \n\n#SRHvsCSK\n\n#contest #contestindia #contestalert… https://t.co/HhoOZH44Ax
positive,RT @simploLegalDocs: Can SRH defeat last years champions today?\nLet us know\nPredict the man of the match and winning team before the match…
positive,@simploLegalDocs CSK Will Win Today\nMan of the match-Shane Watson\n#SRHvsCSK\n#contest #contestindia #contestalert… https://t.co/mO30OydEdr
positive,RT @simploLegalDocs: Can SRH defeat last years champions today?\nLet us know\nPredict the man of the match and winning team before the match…
positive,RT @simploLegalDocs: Can SRH defeat last years champions today?\nLet us know\nPredict the man of the match and winning team before the match…
positive,RT @simploLegalDocs: Can SRH defeat last years champions today?\nLet us know\nPredict the man of the match and winning team before the match…
positive,@simploLegalDocs CSK Will Win Today\nMan of the match-Shane Watson\n#SRHvsCSK\n\n#contest #contestindia #contestalert… https://t.co/DG0IfVUq63
positive,Can SRH defeat last years champions today?\nLet us know\nPredict the man of the match and winning team before the mat… https://t.co/WGuvxDABvc
positive,RT @Abhishe_6: @simploLegalDocs Sunriser Hyderabad will win\nMoM - David warner\n@simploLegalDocs \n#contest #contestindia #contestalert\n#Lega…
neutral,RT @Abhishe_6: @simploLegalDocs Winners RCB \nMan of the match virat kholi\n@simploLegalDocs\n#RCBvsCSK\n#contest #contestindia #contestalert #…
neutral,@simploLegalDocs Winner - Rajasthan Royals\nMOM - Jos Buttler\n#RRvsDC\n\n#contest #contestindia #contestalert… https://t.co/O9DnpiGt59
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
neutral,@simploLegalDocs @simploLegalDocs\n\nWinner - DC\nMom - Rishabh Pant\n\n#RRvsDC #contest #contestindia #contestalert… https://t.co/bvsNsLSeak
neutral,@simploLegalDocs Winner - DC\nMom - Rishabh Pant\n\n#RRvsDC #contest #contestindia #contestalert #Legaldocs… https://t.co/o9cCexBfiF
positive,@simploLegalDocs Winning Team➖Delhi capitals \nMan Of The Match➖ Prithvi shaw\n\n#RRvsDC #contest #contestindia… https://t.co/6bxPjvBVGz
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
positive,@simploLegalDocs Winning Team - Delhi Capitals\nShikhar Dhawan - Man Of The Match\n\n#contest #contestindia… https://t.co/5UPBet7yWh
neutral,RT @G_Hsr7: @simploLegalDocs Winner - DC\nMom -Rishabh Pant\n\n#RCBvsCSK #contest #contestindia #contestalert #Legaldocs #IPLDhamaka #IPLDhama…
neutral,RT @Sanjiv_34: @simploLegalDocs Winner - DC\nMom - Rishabh Pant\n\n#RRvsDC #contest #contestindia #contestalert #Legaldocs #IPLDhamaka #IPLDha…
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
neutral,@simploLegalDocs Winner - DC\nMom - Rishabh Pant\n\n#RRvsDC #contest #contestindia #contestalert #Legaldocs… https://t.co/lGV26uQYab
neutral,@simploLegalDocs Winner - DC\nMom - Rishabh Pant\n\n#RRvsDC #contest #contestindia #contestalert #Legaldocs… https://t.co/K3p2wz2c2z
neutral,RT @G_Hsr7: @simploLegalDocs Winner - DC\nMom -Rishabh Pant\n\n#RCBvsCSK #contest #contestindia #contestalert #Legaldocs #IPLDhamaka #IPLDhama…
neutral,@simploLegalDocs Winner - DC\nMom -Rishabh Pant\n\n#RCBvsCSK #contest #contestindia #contestalert #Legaldocs… https://t.co/QHMLChuC0U
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
neutral,@simploLegalDocs Winner - Rajasthan Royals\nMOM - Ajinkya Rahane\n#RRvsDC\n\n#contest #contestindia #contestalert… https://t.co/asu1Jt3sU6
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
positive,@simploLegalDocs WINNING TEAM 📍DELHI CAPITALS 📍\nMOM 📍SHIKHAR DHAWAN 📍\n\n#Legaldocs #StartGrowProtect #IPLdhamaka… https://t.co/8m4LX87Vsl
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
neutral,RT @FLYINMINI: @simploLegalDocs winner-  DC Delhi Capitals \nMoM :- Prithvi shaw    \n\n#RRvsDC #contest #contestindia #contestalert #Legaldoc…
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
neutral,@simploLegalDocs DELHI CAPITALS\nMOM -  STEVEN SMITH\n#RRvsDC #contest #contestindia #contestalert #Legaldocs… https://t.co/9XLHYla2bR
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
positive,@simploLegalDocs @acidkidrock Winning Team - Delhi Capitals\nRishab pant  - Man Of The Match \n\n#contest… https://t.co/wlipKnswra
neutral,@simploLegalDocs winner-  DC Delhi Capitals \nMoM :- Prithvi shaw    \n\n#RRvsDC #contest #contestindia #contestalert… https://t.co/ppgOpJutdA
positive,RT @acidkidrock: @simploLegalDocs Winning Team - Delhi Capitals\nShikhar Dhawan - Man Of The Match\n\n#contest #contestindia #contestalert\n#Le…
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
neutral,@simploLegalDocs Delhi Capitals\n Shikhar Dhawan - MOM\n@simploLegalDocs \n#contest #contestindia #contestalert… https://t.co/B6yM6dYCVI
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
positive,RT @acidkidrock: @simploLegalDocs Winning Team - Delhi Capitals\nShikhar Dhawan - Man Of The Match\n\n#contest #contestindia #contestalert\n#Le…
positive,@simploLegalDocs Winning Team - Delhi Capitals\nShikhar Dhawan - Man Of The Match\n\n#contest #contestindia… https://t.co/P2eMZotHHC
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
positive,"RT @simploLegalDocs: Who will make it today, SRH or KKR? Support your favorite team.\nPredict the man of the match and winning team before t…"
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
neutral,@simploLegalDocs Rajasthan Royals\nMOM : Shreyas Gopal\n#RRvsDC #contest #contestindia #contestalert #Legaldocs… https://t.co/Zd0Tmcm4Uz
positive,@simploLegalDocs Winning Team - RAJASTHAN ROYALS \n\nMan Of The Match -  BEN STOKES \n\n#RRvsDC #contest #contestindia… https://t.co/9BV46RkwNs
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
positive,"@simploLegalDocs Winning team DC, MoM- Shreyas Iyer\n\n#RRvsDC\n\n#contest #contestindia #contestalert #Legaldocs… https://t.co/HqWFUmPWHc"
positive,@simploLegalDocs Delhi Capitals will win today\nMan Of The Match Kagiso Rabada\n\n#RRvsDC #contest #contestindia… https://t.co/R7VbsnPnrf
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
positive,RT @simploLegalDocs: Whom do you support RR or DC?\nPredict the man of the match and winning team before the match gets started.\n\n#RRvsDC\n\n#…
positive,@simploLegalDocs Winning Team➖Delhi capitals \nMan Of The Match➖ Prithvi shaw\n\n#RRvsDC #contest #contestindia… https://t.co/4cZnfAg86j
neutral,The Indian Premier League final has been moved 🏟 #VIVOIPL\n\nhttps://t.co/NoZVUAoawx
positive,RT @cricketcomau: Smith's good form continues as Turner claims an unwanted slice of T20 history: https://t.co/9X6MaaqhvG https://t.co/faYIZ…
positive,"Recent Match Report – Chennai Super Kings vs Sunrisers Hyderabad, Indian Premier League, 41st Match https://t.co/6bvR01OtaF"
neutral,RT @ESPNcricinfo: Suresh Raina goes after Sandeep Sharma 🔥 \n\n #CSKvSRH #IPL2019 https://t.co/F0EGxUWIZY https://t.co/v14KnefKuD
neutral,RT @ESPNcricinfo: Suresh Raina goes after Sandeep Sharma 🔥 \n\n #CSKvSRH #IPL2019 https://t.co/F0EGxUWIZY https://t.co/v14KnefKuD
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,RT @cricbuzz: Chennai Super Kings beat Sunrisers Hyderabad by 6 wickets and move back to the number 1 spot in points table (16 points)\n\nSha…
neutral,RT @ESPNcricinfo: Suresh Raina goes after Sandeep Sharma 🔥 \n\n #CSKvSRH #IPL2019 https://t.co/F0EGxUWIZY https://t.co/v14KnefKuD
positive,RT @sport_stream: Royal Challengers Bangalore v Kings XI Punjab – Indian Premier League Live Streaming https://t.co/WWqURykxOk
neutral,"RT @cricbuzz: Faf du Plessis shakes his head as he walks off, after the third umpire rules him out. Correct decision? #CSKvSRH \n\nhttps://t.…"
neutral,"RT @ESPNcricinfo: #OnThisDay in 2013, Chris Gayle smashed the:\n\n- Fastest T20 hundred (30 balls)\n- Highest T20 score\n\nhttps://t.co/40Z2UZgr…"
neutral,Shane Watson's 96 helps CSK maintain their spotless home record https://t.co/c8JraZK24J
neutral,RT @ESPNcricinfo: Suresh Raina goes after Sandeep Sharma 🔥 \n\n #CSKvSRH #IPL2019 https://t.co/F0EGxUWIZY https://t.co/v14KnefKuD
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,RT @cricbuzz: Chennai Super Kings beat Sunrisers Hyderabad by 6 wickets and move back to the number 1 spot in points table (16 points)\n\nSha…
positive,Royal Challengers Bangalore v Kings XI Punjab – Indian Premier League Live Streaming https://t.co/WWqURykxOk
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
neutral,Bottom-placed Royal Challengers look to continue resurgence - Cricinfo https://t.co/jzGL6J0xAx
positive,"IPL 2019: Shane Watson, David Warner; Chennai Super Kings vs Sunrisers Hyderabad #Cricket https://t.co/bjBvCaqWlU"
neutral,Shane Watson's 96 helps CSK maintain their spotless home record - Cricinfo https://t.co/SOanA7hgYN
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,RT @ESPNcricinfo: Shane Watson back in the runs! \n\nHe brings up his first fifty of #IPL2019 with a six\n\n#CSKvSRH https://t.co/F0EGxUWIZY ht…
positive,"RT @cricbuzz: Shane Watson misses out on his 5th IPL century by 4 runs, gets a top-edge on his pull and Bairstow takes a fine catch\n\nCSK -…"
positive,RT @cricbuzz: Chennai Super Kings beat Sunrisers Hyderabad by 6 wickets and move back to the number 1 spot in points table (16 points)\n\nSha…
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
neutral,Shane Watson's 96 helps CSK maintain their spotless home record: After going ten… https://t.co/FHDxkamQR4 #sports
neutral,"Bottom-placed Royal Challengers look to continue resurgence: Kings XI, who have a… https://t.co/Fv9eSMDSyg #sports"
positive,RT @cricbuzz: Chennai Super Kings beat Sunrisers Hyderabad by 6 wickets and move back to the number 1 spot in points table (16 points)\n\nSha…
neutral,Indian Premier League; Shane Watson; David Warner; MS Dhoni; Steve Smith; Virat Kohli https://t.co/7UYPBb6T05
neutral,Indian Premier League; Shane Watson; David Warner; MS Dhoni; Steve Smith; Virat Kohli https://t.co/YSSVs4MqjX #sports
positive,"RT @cricbuzz: Shane Watson misses out on his 5th IPL century by 4 runs, gets a top-edge on his pull and Bairstow takes a fine catch\n\nCSK -…"
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
neutral,"RT @cricbuzz: Faf du Plessis shakes his head as he walks off, after the third umpire rules him out. Correct decision? #CSKvSRH \n\nhttps://t.…"
positive,@Omojuwa The Indian Premier League (cricket) might be a useful model to borrow from.
neutral,"RT @ESPNcricinfo: 'If Watson gets going, you know what is on the plate' - MS Dhoni \n\n#CSKvSRH #IPL2019 https://t.co/F0EGxUWIZY https://t.co…"
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
neutral,@Aarsun https://t.co/a0aV1RfnKy
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,"Recent Match Report - Chennai Super Kings vs Sunrisers Hyderabad, Indian Premier League, 41st Match | ESPNcricinfo... - via ESPNCricinfo app"
positive,RT @IPL: WATCH: Can't mess with MSD's magic hands\n\nFull video here 📽️📽️https://t.co/ulIki9XZ7w #CSKvSRH https://t.co/03C7L5XfA8
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,RCB vs MI IPL 12th season biggest six in indian premier league current season hardik pandya on top of the list – IP… https://t.co/7oHY0jlKBZ
positive,RT @IPL: WATCH: Can't mess with MSD's magic hands\n\nFull video here 📽️📽️https://t.co/ulIki9XZ7w #CSKvSRH https://t.co/03C7L5XfA8
neutral,"RT @ESPNcricinfo: Shane Watson smashing it, CSK coasting in their chase https://t.co/F0EGxUWIZY  \n\n#CSKvSRH #IPL2019 https://t.co/J09EWkezEZ"
positive,"@ICC The power of great,,🇮🇳 INDIAN PREMIER LEAGUE. https://t.co/cEbAxecR0t"
positive,RT @cricbuzz: Chennai Super Kings beat Sunrisers Hyderabad by 6 wickets and move back to the number 1 spot in points table (16 points)\n\nSha…
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
neutral,IPL 2019 Indian premier league 12th season orange cap and purple cap holder after royal challengers bangalore vs mu… https://t.co/K49b0AVcv0
positive,"RT @ESPNcricinfo: Guess who's back on top of the table? \n\n'CSK, CSK'\n\nhttps://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/rAtqFAF1Qn"
neutral,RT @ESPNcricinfo: Suresh Raina goes after Sandeep Sharma 🔥 \n\n #CSKvSRH #IPL2019 https://t.co/F0EGxUWIZY https://t.co/v14KnefKuD
negative,Shane Watson winds back the clock with brutal 96 against David Warner’s Sunrisers Hyderabad https://t.co/IizNMpEDf6
neutral,Royal Challengers Bangalore v Kings XI Punjab https://t.co/1UvIFHHfVp https://t.co/2HwLWAOUtz
positive,"RT @cricbuzz: Shane Watson misses out on his 5th IPL century by 4 runs, gets a top-edge on his pull and Bairstow takes a fine catch\n\nCSK -…"
positive,RT @cricbuzz: Chennai Super Kings beat Sunrisers Hyderabad by 6 wickets and move back to the number 1 spot in points table (16 points)\n\nSha…
negative,Shane Watson winds back the clock with brutal 96 against David Warner’s Sunrisers Hyderabad https://t.co/4FhwsnImV7 https://t.co/y2Ay65l80n
neutral,Watto: https://t.co/NKKwM16SvU @PolvoPolvo @ABandAssociates @ESPNcricinfo #IPL2019
neutral,RT @ESPNcricinfo: Rashid Khan's figures tonight: 4-0-44-1 \n\nhttps://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/FGmfUMuFwa
neutral,indian premier league RCB vs MI hardik pandya reaction after hitting six on navdeep saini s bowl watch here royal c… https://t.co/MzS3W3owpU
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
negative,RT @ESPNcricinfo: CSK have been undefeated at home this season\n\nWould they still be after tonight's game against SRH?\n\nhttps://t.co/fswCdp2…
neutral,RT @ESPNcricinfo: Suresh Raina goes after Sandeep Sharma 🔥 \n\n #CSKvSRH #IPL2019 https://t.co/F0EGxUWIZY https://t.co/v14KnefKuD
positive,IPL 2019 Indian Premier League 12th season yuzvendra chahal said i felt like stuart broad – IPL 2019 RCBvsMI: युवी… https://t.co/2cy7b8vUie
neutral,RT @ESPNcricinfo: Suresh Raina goes after Sandeep Sharma 🔥 \n\n #CSKvSRH #IPL2019 https://t.co/F0EGxUWIZY https://t.co/v14KnefKuD
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,RT @cricbuzz: Chennai Super Kings beat Sunrisers Hyderabad by 6 wickets and move back to the number 1 spot in points table (16 points)\n\nSha…
positive,"RT @ESPNcricinfo: Guess who's back on top of the table? \n\n'CSK, CSK'\n\nhttps://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/rAtqFAF1Qn"
neutral,"RT @ESPNcricinfo: 'If Watson gets going, you know what is on the plate' - MS Dhoni \n\n#CSKvSRH #IPL2019 https://t.co/F0EGxUWIZY https://t.co…"
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,RT @cricbuzz: Chennai Super Kings beat Sunrisers Hyderabad by 6 wickets and move back to the number 1 spot in points table (16 points)\n\nSha…
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,RT @ESPNcricinfo: Shane Watson back in the runs! \n\nHe brings up his first fifty of #IPL2019 with a six\n\n#CSKvSRH https://t.co/F0EGxUWIZY ht…
negative,RT @ESPNcricinfo: CSK have been undefeated at home this season\n\nWould they still be after tonight's game against SRH?\n\nhttps://t.co/fswCdp2…
positive,RT @cricbuzz: Chennai Super Kings beat Sunrisers Hyderabad by 6 wickets and move back to the number 1 spot in points table (16 points)\n\nSha…
neutral,RT @ESPNcricinfo: Suresh Raina goes after Sandeep Sharma 🔥 \n\n #CSKvSRH #IPL2019 https://t.co/F0EGxUWIZY https://t.co/v14KnefKuD
positive,RT @cricbuzz: Chennai Super Kings beat Sunrisers Hyderabad by 6 wickets and move back to the number 1 spot in points table (16 points)\n\nSha…
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,RT @cricbuzz: Chennai Super Kings beat Sunrisers Hyderabad by 6 wickets and move back to the number 1 spot in points table (16 points)\n\nSha…
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,RT @cricbuzz: Chennai Super Kings beat Sunrisers Hyderabad by 6 wickets and move back to the number 1 spot in points table (16 points)\n\nSha…
neutral,Royal Challengers Bangalore v Kings XI Punjab: Royal Challengers Bangalore v Kings XI Punjab https://t.co/JqCPOczLUv https://t.co/CrDC4ojS55
neutral,RT @ESPNcricinfo: Rashid Khan's figures tonight: 4-0-44-1 \n\nhttps://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/FGmfUMuFwa
neutral,RT @ESPNcricinfo: Rashid Khan's figures tonight: 4-0-44-1 \n\nhttps://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/FGmfUMuFwa
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,RT @ESPNcricinfo: 'Happy to repay that faith' \n\n https://t.co/F0EGxUWIZY #CSKvSRH #IPL2019 https://t.co/NPWho46GsT
positive,Indian Premier League Cricket is my new favourite thing by a very wide margin. https://t.co/SHskKlP2yB
neutral,"Who won CSK vs SRH? IPL points table, results, and schedule for Indian Premier League 2019 https://t.co/Fo54I9I0mm https://t.co/pceEdiQD2X"
positive,"RT @IPL: 'Felt special when Sourav Sir lifted me’, Pant tells Prithvi\n\nAdvisor @SGanguly99 wanted the @DelhiCapitals youngsters to finish g…"
neutral,RT @mataonline: 'तो' राग डोक्यात ठेवून खेळलोः ऋषभ पंत\nhttps://t.co/t5Y9qfoU3S&lt;&lt; बातम्या\n#RishabhPant #DCvsRR #WorldCup2019 https://t.co/9pA…
positive,RT @IPL: Match 41. It's all over! Chennai Super Kings won by 6 wickets https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL
neutral,Watch all the events that happened related to 'mankad' starting from Ashwin-Buttler Incident :-… https://t.co/TcuFkzW7x6
positive,RT @IPL: WATCH: Save your head! Pandey on the prowl\n\nFull video here 📽️📽️https://t.co/sw91XN1XP9 #CSKvSRH https://t.co/OJs9LpGrBU
positive,"RT @IPL: After 6 overs, the @SunRisers are 54/1\n\nLive - https://t.co/JzpvQqVcZW #CSKvSRH https://t.co/Qkb7rKFvGP"
neutral,M41: CSK vs SRH – Match Highlights https://t.co/lo2ewP4nPr via @ipl
positive,"RT @IPL: 'Felt special when Sourav Sir lifted me’, Pant tells Prithvi\n\nAdvisor @SGanguly99 wanted the @DelhiCapitals youngsters to finish g…"
neutral,@Aarsun https://t.co/a0aV1RfnKy
negative,Now Really What's The Secret Behind It? #cricket #ipl2019 #ipl #iplt20 #ipl12 #dhoni #virat #sachin #abd https://t.co/cOdja42zEP
positive,RT @younghungrykid: Watson showed Rashid Khan who watson is. Don’t be cocky specially with a senior player. Love you rashid but that attitu…
positive,RT @IPL: Match 41. It's all over! Chennai Super Kings won by 6 wickets https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL
neutral,"RT @IPL: Match 41. 19.4: WICKET! A Rayudu (21) is out, c Vijay Shankar b Sandeep Sharma, 175/4 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 19.2: S Sharma to K Jadhav, 6 runs, 174/3 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 17.1: WICKET! S Watson (96) is out, c Jonny Bairstow b Bhuvneshwar Kumar, 160/3 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 16.2: K Ahmed to S Watson, 6 runs, 157/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 15.6: R Khan to S Watson, 4 runs, 150/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 15.3: R Khan to S Watson, 6 runs, 144/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 14.5: B Kumar to S Watson, 4 runs, 135/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 14.4: B Kumar to S Watson, 4 runs, 131/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 13.4: R Khan to S Watson, 6 runs, 124/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 13.3: R Khan to S Watson, 4 runs, 118/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 13.1: R Khan to A Rayudu, 4 runs, 113/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 11.4: S Sharma to S Watson, 6 runs, 102/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 11.3: S Sharma to S Watson, 4 runs, 96/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 11.1: S Sharma to S Watson, 4 runs, 89/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,RT @IPL: Raina rips apart Sharma in one over 😯😯\n\nWatch the video here 📽️📽️https://t.co/GU3LaQe7wV #CSKvSRH https://t.co/ffpV521AiD
neutral,"RT @IPL: Match 41. 9.6: WICKET! S Raina (38) is out, st Jonny Bairstow b Rashid Khan, 80/2 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 9.4: R Khan to S Raina, 4 runs, 80/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,RT @IPL: WATCH: Hooda sends Faf back in the hood\n\n👀👀https://t.co/Ayvq7gXl7k #CSKvSRH https://t.co/0gSwyZsFfs
neutral,"RT @IPL: Match 41. 7.4: R Khan to S Raina, 4 runs, 67/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 7.2: R Khan to S Watson, 4 runs, 62/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 6.5: S Al Hasan to S Watson, 6 runs, 57/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 5.6: S Sharma to S Raina, 6 runs, 49/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 5.5: S Sharma to S Raina, 4 runs, 43/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 5.4: S Sharma to S Raina, 4 runs, 39/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 5.3: S Sharma to S Raina, 4 runs, 35/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 5.1: S Sharma to S Raina, 4 runs, 31/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
neutral,"RT @IPL: Match 41. 4.5: K Ahmed to S Watson, 4 runs, 27/1 https://t.co/e4VSVzhu4A #CSKvSRH #VIVOIPL"
